"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1615939047,0,0,0,0,0,6325,11432,12625,22865,6302,11387,12577,22775,23,45,48,90
1615939048,0,0,0,0,0,6352,11477,12677,22955,6325,11432,12625,22865,27,45,52,90
1615939049,0,0,0,0,0,6378,11524,12729,23049,6352,11477,12677,22955,26,47,52,94
1615939050,0,0,0,0,0,6397,11560,12769,23121,6378,11524,12729,23049,19,36,40,72
1615939051,0,0,0,0,0,6423,11606,12819,23213,6397,11560,12769,23121,26,46,50,92
1615939052,0,0,0,0,0,6448,11651,12869,23303,6423,11606,12819,23213,25,45,50,90
1615939053,0,0,0,0,0,6474,11696,12921,23393,6448,11651,12869,23303,26,45,52,90
1615939054,0,0,0,0,0,6499,11741,12971,23483,6474,11696,12921,23393,25,45,50,90
1615939055,0,0,0,0,0,6518,11775,13009,23551,6499,11741,12971,23483,19,34,38,68
1615939056,0,0,0,0,0,6544,11822,13061,23645,6518,11775,13009,23551,26,47,52,94
1615939057,0,0,0,0,0,6569,11865,13111,26729,6544,11822,13061,23645,25,43,50,3084
1615939058,0,69,0,0,0,6595,11974,13574,47655,6569,11865,13111,26729,26,109,463,20926
1615939059,0,0,0,0,0,6611,12042,14173,47791,6595,11974,13574,47655,16,68,599,136
1615939060,0,0,0,0,0,6625,12132,14873,47971,6611,12042,14173,47791,14,90,700,180
1615939061,0,0,0,0,0,6639,12226,15636,48159,6625,12132,14873,47971,14,94,763,188
1615939062,0,0,0,0,0,6653,12272,16397,48251,6639,12226,15636,48159,14,46,761,92
1615939063,0,0,0,0,0,6667,12313,17112,48334,6653,12272,16397,48251,14,41,715,83
1615939064,0,0,0,0,0,6679,12313,17757,48334,6667,12313,17112,48334,12,0,645,0
1615939065,0,0,0,0,0,6691,12313,18294,48334,6679,12313,17757,48334,12,0,537,0
1615939066,0,0,0,0,0,6706,12313,19055,48334,6691,12313,18294,48334,15,0,761,0
1615939067,0,0,0,0,0,6718,12313,19746,48334,6706,12313,19055,48334,12,0,691,0
1615939068,0,0,0,0,0,6718,12313,19746,48334,6718,12313,19746,48334,12,0,691,0
1615939069,0,0,0,0,0,21,109,85,219,6,73,55,147,15,36,30,72
1615939070,0,0,0,0,0,41,157,125,315,21,109,85,219,20,48,40,96
1615939071,0,0,0,0,0,56,193,155,387,41,157,125,315,15,36,30,72
1615939072,0,0,0,0,0,76,241,195,483,56,193,155,387,20,48,40,96
1615939073,0,0,0,0,0,96,289,235,579,76,241,195,483,20,48,40,96
1615939074,0,0,0,0,0,111,325,265,651,96,289,235,579,15,36,30,72
1615939075,0,0,0,0,0,131,373,305,747,111,325,265,651,20,48,40,96
1615939076,0,0,0,0,0,146,408,335,817,131,373,305,747,15,35,30,70
1615939077,0,0,0,0,0,166,456,375,913,146,408,335,817,20,48,40,96
1615939078,0,0,0,0,0,186,504,415,1009,166,456,375,913,20,48,40,96
1615939079,0,0,0,0,0,201,540,445,1081,186,504,415,1009,15,36,30,72
1615939080,0,0,0,0,0,221,588,485,1177,201,540,445,1081,20,48,40,96
1615939081,0,0,0,0,0,236,624,515,1249,221,588,485,1177,15,36,30,72
1615939082,0,0,0,0,0,256,672,555,1345,236,624,515,1249,20,48,40,96
1615939083,0,0,0,0,0,268,718,596,1437,256,672,555,1345,12,46,41,92
1615939084,0,0,0,0,0,279,752,634,1505,268,718,596,1437,11,34,38,68
1615939085,0,0,0,0,0,305,800,686,1601,279,752,634,1505,26,48,52,96
1615939086,0,0,0,0,0,331,845,738,1691,305,800,686,1601,26,45,52,90
1615939087,0,0,0,0,0,350,881,778,1763,331,845,738,1691,19,36,40,72
1615939088,0,0,0,0,0,377,928,830,1857,350,881,778,1763,27,47,52,94
1615939089,0,0,0,0,0,402,974,880,1949,377,928,830,1857,25,46,50,92
1615939090,0,0,0,0,0,427,1019,930,2039,402,974,880,1949,25,45,50,90
1615939091,0,0,0,0,0,445,1053,968,2107,427,1019,930,2039,18,34,38,68
1615939092,0,0,0,0,0,472,1098,1020,2197,445,1053,968,2107,27,45,52,90
1615939093,0,0,0,0,0,497,1145,1072,2291,472,1098,1020,2197,25,47,52,94
1615939094,0,0,0,0,0,524,1193,1124,2387,497,1145,1072,2291,27,48,52,96
1615939095,0,0,0,0,0,543,1227,1162,2455,524,1193,1124,2387,19,34,38,68
1615939096,0,0,0,0,0,569,1274,1216,2549,543,1227,1162,2455,26,47,54,94
1615939097,0,0,0,0,0,595,1319,1266,2639,569,1274,1216,2549,26,45,50,90
1615939098,0,0,0,0,0,620,1364,1316,2729,595,1319,1266,2639,25,45,50,90
1615939099,0,0,0,0,0,639,1398,1354,2797,620,1364,1316,2729,19,34,38,68
1615939100,0,0,0,0,0,665,1444,1406,2889,639,1398,1354,2797,26,46,52,92
1615939101,0,0,0,0,0,688,1489,1454,2979,665,1444,1406,2889,23,45,48,90
1615939102,0,0,0,0,0,714,1534,1504,3069,688,1489,1454,2979,26,45,50,90
1615939103,0,0,0,0,0,739,1579,1556,3159,714,1534,1504,3069,25,45,52,90
1615939104,0,0,0,0,0,759,1613,1594,3227,739,1579,1556,3159,20,34,38,68
1615939105,0,0,0,0,0,783,1658,1644,3317,759,1613,1594,3227,24,45,50,90
1615939106,0,0,0,0,0,809,1703,1694,3407,783,1658,1644,3317,26,45,50,90
1615939107,0,0,0,0,0,834,1748,1744,3497,809,1703,1694,3407,25,45,50,90
1615939108,0,0,0,0,0,859,1794,1794,3589,834,1748,1744,3497,25,46,50,92
1615939109,0,0,0,0,0,884,1839,1844,3679,859,1794,1794,3589,25,45,50,90
1615939110,0,0,0,0,0,903,1873,1882,3747,884,1839,1844,3679,19,34,38,68
1615939111,0,0,0,0,0,928,1918,1932,3837,903,1873,1882,3747,25,45,50,90
1615939112,0,0,0,0,0,953,1963,1984,3927,928,1918,1932,3837,25,45,52,90
1615939113,0,0,0,0,0,979,2008,2034,4017,953,1963,1984,3927,26,45,50,90
1615939114,0,0,0,0,0,1004,2053,2084,4107,979,2008,2034,4017,25,45,50,90
1615939115,0,0,0,0,0,1024,2089,2124,4179,1004,2053,2084,4107,20,36,40,72
1615939116,0,0,0,0,0,1049,2135,2174,4271,1024,2089,2124,4179,25,46,50,92
1615939117,0,0,0,0,0,1074,2180,2224,4361,1049,2135,2174,4271,25,45,50,90
1615939118,0,0,0,0,0,1100,2225,2276,4451,1074,2180,2224,4361,26,45,52,90
1615939119,0,0,0,0,0,1119,2259,2314,4519,1100,2225,2276,4451,19,34,38,68
1615939120,0,0,0,0,0,1144,2304,2364,4609,1119,2259,2314,4519,25,45,50,90
1615939121,0,0,0,0,0,1169,2349,2414,4699,1144,2304,2364,4609,25,45,50,90
1615939122,0,0,0,0,0,1194,2394,2464,4789,1169,2349,2414,4699,25,45,50,90
1615939123,0,0,0,0,0,1219,2440,2514,4881,1194,2394,2464,4789,25,46,50,92
1615939124,0,0,0,0,0,1239,2476,2554,4953,1219,2440,2514,4881,20,36,40,72
1615939125,0,0,0,0,0,1265,2521,2606,5043,1239,2476,2554,4953,26,45,52,90
1615939126,0,0,0,0,0,1291,2568,2658,5137,1265,2521,2606,5043,26,47,52,94
1615939127,0,0,0,0,0,1311,2604,2698,5209,1291,2568,2658,5137,20,36,40,72
1615939128,0,0,0,0,0,1336,2650,2748,5301,1311,2604,2698,5209,25,46,50,92
1615939129,0,0,0,0,0,1361,2695,2798,5391,1336,2650,2748,5301,25,45,50,90
1615939130,0,0,0,0,0,1387,2740,2850,5481,1361,2695,2798,5391,26,45,52,90
1615939131,0,0,0,0,0,1412,2785,2900,5571,1387,2740,2850,5481,25,45,50,90
1615939132,0,0,0,0,0,1431,2819,2938,5639,1412,2785,2900,5571,19,34,38,68
1615939133,0,0,0,0,0,1456,2864,2988,5729,1431,2819,2938,5639,25,45,50,90
1615939134,0,0,0,0,0,1480,2909,3038,5819,1456,2864,2988,5729,24,45,50,90
1615939135,0,0,0,0,0,1505,2955,3088,5911,1480,2909,3038,5819,25,46,50,92
1615939136,0,0,0,0,0,1531,3000,3138,6001,1505,2955,3088,5911,26,45,50,90
1615939137,0,0,0,0,0,1550,3034,3176,6069,1531,3000,3138,6001,19,34,38,68
1615939138,0,0,0,0,0,1575,3079,3226,6159,1550,3034,3176,6069,25,45,50,90
1615939139,0,0,0,0,0,1601,3124,3278,6249,1575,3079,3226,6159,26,45,52,90
1615939140,0,0,0,0,0,1627,3171,3330,6343,1601,3124,3278,6249,26,47,52,94
1615939141,0,0,0,0,0,1652,3217,3380,6435,1627,3171,3330,6343,25,46,50,92
1615939142,0,0,0,0,0,1671,3250,3418,6501,1652,3217,3380,6435,19,33,38,66
1615939143,0,0,0,0,0,1696,3296,3468,6593,1671,3250,3418,6501,25,46,50,92
1615939144,0,0,0,0,0,1721,3341,3518,6683,1696,3296,3468,6593,25,45,50,90
1615939145,0,0,0,0,0,1746,3386,3570,6773,1721,3341,3518,6683,25,45,52,90
1615939146,0,0,0,0,0,1772,3431,3620,6863,1746,3386,3570,6773,26,45,50,90
1615939147,0,0,0,0,0,1791,3465,3658,6931,1772,3431,3620,6863,19,34,38,68
1615939148,0,0,0,0,0,1815,3510,3708,7021,1791,3465,3658,6931,24,45,50,90
1615939149,0,0,0,0,0,1842,3556,3760,7113,1815,3510,3708,7021,27,46,52,92
1615939150,0,0,0,0,0,1866,3601,3808,7203,1842,3556,3760,7113,24,45,48,90
1615939151,0,0,0,0,0,1890,3646,3858,7293,1866,3601,3808,7203,24,45,50,90
1615939152,0,0,0,0,0,1910,3680,3896,7361,1890,3646,3858,7293,20,34,38,68
1615939153,0,0,0,0,0,1935,3725,3946,7451,1910,3680,3896,7361,25,45,50,90
1615939154,0,0,0,0,0,1960,3770,3998,7541,1935,3725,3946,7451,25,45,52,90
1615939155,0,0,0,0,0,1986,3815,4048,7631,1960,3770,3998,7541,26,45,50,90
1615939156,0,0,0,0,0,2011,3860,4098,7721,1986,3815,4048,7631,25,45,50,90
1615939157,0,0,0,0,0,2031,3896,4138,7793,2011,3860,4098,7721,20,36,40,72
1615939158,0,0,0,0,0,2056,3942,4188,7885,2031,3896,4138,7793,25,46,50,92
1615939159,0,0,0,0,0,2081,3987,4238,7975,2056,3942,4188,7885,25,45,50,90
1615939160,0,0,0,0,0,2107,4032,4290,8065,2081,3987,4238,7975,26,45,52,90
1615939161,0,0,0,0,0,2132,4077,4340,8155,2107,4032,4290,8065,25,45,50,90
1615939162,0,0,0,0,0,2151,4111,4378,8223,2132,4077,4340,8155,19,34,38,68
1615939163,0,0,0,0,0,2176,4156,4428,8313,2151,4111,4378,8223,25,45,50,90
1615939164,0,0,0,0,0,2202,4202,4480,8405,2176,4156,4428,8313,26,46,52,92
1615939165,0,0,0,0,0,2226,4247,4528,8495,2202,4202,4480,8405,24,45,48,90
1615939166,0,0,0,0,0,2251,4292,4578,8585,2226,4247,4528,8495,25,45,50,90
1615939167,0,0,0,0,0,2270,4326,4616,8653,2251,4292,4578,8585,19,34,38,68
1615939168,0,0,0,0,0,2295,4371,4666,8743,2270,4326,4616,8653,25,45,50,90
1615939169,0,0,0,0,0,2320,4416,4718,8833,2295,4371,4666,8743,25,45,52,90
1615939170,0,0,0,0,0,2347,4463,4770,8927,2320,4416,4718,8833,27,47,52,94
1615939171,0,0,0,0,0,2372,4509,4820,9019,2347,4463,4770,8927,25,46,50,92
1615939172,0,0,0,0,0,2391,4542,4858,9085,2372,4509,4820,9019,19,33,38,66
1615939173,0,0,0,0,0,2415,4588,4908,9177,2391,4542,4858,9085,24,46,50,92
1615939174,0,0,0,0,0,2442,4633,4960,9267,2415,4588,4908,9177,27,45,52,90
1615939175,0,0,0,0,0,2467,4678,5010,9357,2442,4633,4960,9267,25,45,50,90
1615939176,0,0,0,0,0,2492,4723,5060,9447,2467,4678,5010,9357,25,45,50,90
1615939177,0,0,0,0,0,2510,4757,5098,9515,2492,4723,5060,9447,18,34,38,68
1615939178,0,0,0,0,0,2536,4802,5148,9605,2510,4757,5098,9515,26,45,50,90
1615939179,0,0,0,0,0,2562,4848,5200,9697,2536,4802,5148,9605,26,46,52,92
1615939180,0,0,0,0,0,2585,4893,5248,9787,2562,4848,5200,9697,23,45,48,90
1615939181,0,0,0,0,0,2606,4929,5288,9859,2585,4893,5248,9787,21,36,40,72
1615939182,0,0,0,0,0,2632,4974,5340,9949,2606,4929,5288,9859,26,45,52,90
1615939183,0,0,0,0,0,2657,5019,5390,10039,2632,4974,5340,9949,25,45,50,90
1615939184,0,0,0,0,0,2682,5064,5440,10129,2657,5019,5390,10039,25,45,50,90
1615939185,0,0,0,0,0,2707,5109,5490,10219,2682,5064,5440,10129,25,45,50,90
1615939186,0,0,0,0,0,2732,5155,5540,10311,2707,5109,5490,10219,25,46,50,92
1615939187,0,0,0,0,0,2752,5191,5580,10383,2732,5155,5540,10311,20,36,40,72
1615939188,0,0,0,0,0,2778,5236,5632,10473,2752,5191,5580,10383,26,45,52,90
1615939189,0,0,0,0,0,2804,5283,5684,10567,2778,5236,5632,10473,26,47,52,94
1615939190,0,0,0,0,0,2825,5320,5726,10641,2804,5283,5684,10567,21,37,42,74
1615939191,0,0,0,0,0,2852,5369,5780,10739,2825,5320,5726,10641,27,49,54,98
1615939192,0,0,0,0,0,2871,5403,5818,10807,2852,5369,5780,10739,19,34,38,68
1615939193,0,0,0,0,0,2896,5448,5868,10897,2871,5403,5818,10807,25,45,50,90
1615939194,0,0,0,0,0,2922,5496,5920,10993,2896,5448,5868,10897,26,48,52,96
1615939195,0,0,0,0,0,2948,5541,5972,11083,2922,5496,5920,10993,26,45,52,90
1615939196,0,0,0,0,0,2966,5575,6008,11151,2948,5541,5972,11083,18,34,36,68
1615939197,0,0,0,0,0,2992,5620,6060,11241,2966,5575,6008,11151,26,45,52,90
1615939198,0,0,0,0,0,3016,5665,6110,11331,2992,5620,6060,11241,24,45,50,90
1615939199,0,0,0,0,0,3041,5710,6160,11421,3016,5665,6110,11331,25,45,50,90
1615939200,0,0,0,0,0,3068,5758,6212,11517,3041,5710,6160,11421,27,48,52,96
1615939201,0,0,0,0,0,3087,5792,6250,11585,3068,5758,6212,11517,19,34,38,68
1615939202,0,0,0,0,0,3114,5839,6304,11679,3087,5792,6250,11585,27,47,54,94
1615939203,0,0,0,0,0,3140,5886,6356,11773,3114,5839,6304,11679,26,47,52,94
1615939204,0,0,0,0,0,3159,5920,6394,11841,3140,5886,6356,11773,19,34,38,68
1615939205,0,0,0,0,0,3185,5966,6446,11933,3159,5920,6394,11841,26,46,52,92
1615939206,0,0,0,0,0,3209,6011,6494,12023,3185,5966,6446,11933,24,45,48,90
1615939207,0,0,0,0,0,3234,6056,6544,12113,3209,6011,6494,12023,25,45,50,90
1615939208,0,0,0,0,0,3260,6101,6596,12203,3234,6056,6544,12113,26,45,52,90
1615939209,0,0,0,0,0,3279,6135,6634,12271,3260,6101,6596,12203,19,34,38,68
1615939210,0,0,0,0,0,3303,6180,6684,12361,3279,6135,6634,12271,24,45,50,90
1615939211,0,0,0,0,0,3329,6225,6734,12451,3303,6180,6684,12361,26,45,50,90
1615939212,0,0,0,0,0,3355,6271,6786,12543,3329,6225,6734,12451,26,46,52,92
1615939213,0,0,0,0,0,3379,6316,6834,12633,3355,6271,6786,12543,24,45,48,90
1615939214,0,0,0,0,0,3399,6352,6874,12705,3379,6316,6834,12633,20,36,40,72
1615939215,0,0,0,0,0,3425,6397,6926,12795,3399,6352,6874,12705,26,45,52,90
1615939216,0,0,0,0,0,3451,6444,6978,12889,3425,6397,6926,12795,26,47,52,94
1615939217,0,0,0,0,0,3476,6490,7030,12981,3451,6444,6978,12889,25,46,52,92
1615939218,0,0,0,0,0,3496,6524,7068,13049,3476,6490,7030,12981,20,34,38,68
1615939219,0,0,0,0,0,3522,6571,7120,13143,3496,6524,7068,13049,26,47,52,94
1615939220,0,0,0,0,0,3547,6616,7170,13233,3522,6571,7120,13143,25,45,50,90
1615939221,0,0,0,0,0,3571,6661,7220,13323,3547,6616,7170,13233,24,45,50,90
1615939222,0,0,0,0,0,3591,6695,7258,13391,3571,6661,7220,13323,20,34,38,68
1615939223,0,0,0,0,0,3616,6740,7308,13481,3591,6695,7258,13391,25,45,50,90
1615939224,0,0,0,0,0,3642,6786,7360,13573,3616,6740,7308,13481,26,46,52,92
1615939225,0,0,0,0,0,3666,6831,7408,13663,3642,6786,7360,13573,24,45,48,90
1615939226,0,0,0,0,0,3686,6867,7448,13735,3666,6831,7408,13663,20,36,40,72
1615939227,0,0,0,0,0,3712,6912,7500,13825,3686,6867,7448,13735,26,45,52,90
1615939228,0,0,0,0,0,3737,6958,7550,13917,3712,6912,7500,13825,25,46,50,92
1615939229,0,0,0,0,0,3762,7002,7600,14005,3737,6958,7550,13917,25,44,50,88
1615939230,0,0,0,0,0,3788,7050,7652,14101,3762,7002,7600,14005,26,48,52,96
1615939231,0,0,0,0,0,3806,7084,7690,14169,3788,7050,7652,14101,18,34,38,68
1615939232,0,0,0,0,0,3834,7131,7744,14263,3806,7084,7690,14169,28,47,54,94
1615939233,0,0,0,0,0,3860,7178,7796,14357,3834,7131,7744,14263,26,47,52,94
1615939234,0,0,0,0,0,3879,7212,7834,14425,3860,7178,7796,14357,19,34,38,68
1615939235,0,0,0,0,0,3905,7260,7886,14521,3879,7212,7834,14425,26,48,52,96
1615939236,0,0,0,0,0,3930,7305,7938,14611,3905,7260,7886,14521,25,45,52,90
1615939237,0,0,0,0,0,3956,7350,7988,14701,3930,7305,7938,14611,26,45,50,90
1615939238,0,0,0,0,0,3975,7384,8026,14769,3956,7350,7988,14701,19,34,38,68
1615939239,0,0,0,0,0,4001,7431,8078,14863,3975,7384,8026,14769,26,47,52,94
1615939240,0,0,0,0,0,4026,7477,8128,14955,4001,7431,8078,14863,25,46,50,92
1615939241,0,0,0,0,0,4046,7513,8168,15027,4026,7477,8128,14955,20,36,40,72
1615939242,0,0,0,0,0,4072,7558,8220,15117,4046,7513,8168,15027,26,45,52,90
1615939243,0,0,0,0,0,4097,7603,8270,15207,4072,7558,8220,15117,25,45,50,90
1615939244,0,0,0,0,0,4123,7650,8322,15301,4097,7603,8270,15207,26,47,52,94
1615939245,0,0,0,0,0,4148,7696,8372,15393,4123,7650,8322,15301,25,46,50,92
1615939246,0,0,0,0,0,4167,7730,8410,15461,4148,7696,8372,15393,19,34,38,68
1615939247,0,0,0,0,0,4193,7777,8464,15555,4167,7730,8410,15461,26,47,54,94
1615939248,0,0,0,0,0,4219,7822,8514,15645,4193,7777,8464,15555,26,45,50,90
1615939249,0,0,0,0,0,4244,7867,8564,15735,4219,7822,8514,15645,25,45,50,90
1615939250,0,0,0,0,0,4263,7901,8602,15803,4244,7867,8564,15735,19,34,38,68
1615939251,0,0,0,0,0,4288,7946,8652,15893,4263,7901,8602,15803,25,45,50,90
1615939252,0,0,0,0,0,4313,7992,8702,15985,4288,7946,8652,15893,25,46,50,92
1615939253,0,0,0,0,0,4340,8039,8756,16079,4313,7992,8702,15985,27,47,54,94
1615939254,0,0,0,0,0,4359,8073,8794,16147,4340,8039,8756,16079,19,34,38,68
1615939255,0,0,0,0,0,4385,8120,8846,16241,4359,8073,8794,16147,26,47,52,94
1615939256,0,0,0,0,0,4410,8165,8896,16331,4385,8120,8846,16241,25,45,50,90
1615939257,0,0,0,0,0,4435,8211,8946,16423,4410,8165,8896,16331,25,46,50,92
1615939258,0,0,0,0,0,4454,8245,8984,16491,4435,8211,8946,16423,19,34,38,68
1615939259,0,0,0,0,0,4481,8292,9038,16585,4454,8245,8984,16491,27,47,54,94
1615939260,0,0,0,0,0,4507,8339,9090,16679,4481,8292,9038,16585,26,47,52,94
1615939261,0,0,0,0,0,4532,8385,9140,16771,4507,8339,9090,16679,25,46,50,92
1615939262,0,0,0,0,0,4551,8418,9178,16837,4532,8385,9140,16771,19,33,38,66
1615939263,0,0,0,0,0,4571,8457,9218,16915,4551,8418,9178,16837,20,39,40,78
1615939264,0,0,0,0,0,4571,8457,9218,16915,4571,8457,9218,16915,0,0,0,0
1615939265,0,0,0,0,0,4571,8457,9218,16915,4571,8457,9218,16915,0,0,0,0
1615939266,0,0,0,0,0,4571,8457,9218,16915,4571,8457,9218,16915,0,0,0,0
1615939267,0,0,0,0,0,4571,8457,9218,16915,4571,8457,9218,16915,0,0,0,0
1615939268,0,0,0,0,0,4571,8457,9218,16915,4571,8457,9218,16915,0,0,0,0
1615939269,0,0,0,0,0,4664,8513,9277,17027,4571,8457,9218,16915,93,56,59,112
1615939270,0,0,0,0,0,4691,8559,9329,17119,4664,8513,9277,17027,27,46,52,92
1615939271,0,0,0,0,0,4710,8595,9367,17191,4691,8559,9329,17119,19,36,38,72
1615939272,0,0,0,0,0,4736,8640,9419,17281,4710,8595,9367,17191,26,45,52,90
1615939273,0,0,0,0,0,4761,8685,9469,17371,4736,8640,9419,17281,25,45,50,90
1615939274,0,0,0,0,0,4785,8730,9519,17461,4761,8685,9469,17371,24,45,50,90
1615939275,0,0,0,0,0,4811,8775,9569,17551,4785,8730,9519,17461,26,45,50,90
1615939276,0,0,0,0,0,4830,8809,9607,17619,4811,8775,9569,17551,19,34,38,68
1615939277,0,0,0,0,0,4855,8854,9657,17709,4830,8809,9607,17619,25,45,50,90
1615939278,0,0,0,0,0,4880,8900,9707,17801,4855,8854,9657,17709,25,46,50,92
1615939279,0,0,0,0,0,4906,8947,9761,17895,4880,8900,9707,17801,26,47,54,94
1615939280,0,0,0,0,0,4925,8981,9799,17963,4906,8947,9761,17895,19,34,38,68
1615939281,0,0,0,0,0,4950,9026,9849,18053,4925,8981,9799,17963,25,45,50,90
1615939282,0,0,0,0,0,4976,9071,9899,18143,4950,9026,9849,18053,26,45,50,90
1615939283,0,0,0,0,0,5001,9119,9951,18239,4976,9071,9899,18143,25,48,52,96
1615939284,0,0,0,0,0,5021,9153,9989,18307,5001,9119,9951,18239,20,34,38,68
1615939285,0,0,0,0,0,5046,9198,10039,18397,5021,9153,9989,18307,25,45,50,90
1615939286,0,0,0,0,0,5071,9243,10091,18487,5046,9198,10039,18397,25,45,52,90
1615939287,0,0,0,0,0,5097,9288,10141,18577,5071,9243,10091,18487,26,45,50,90
1615939288,0,0,0,0,0,5122,9333,10191,18667,5097,9288,10141,18577,25,45,50,90
1615939289,0,0,0,0,0,5148,9379,10243,18759,5122,9333,10191,18667,26,46,52,92
1615939290,0,0,0,0,0,5167,9413,10281,18827,5148,9379,10243,18759,19,34,38,68
1615939291,0,0,0,0,0,5192,9460,10331,18921,5167,9413,10281,18827,25,47,50,94
1615939292,0,0,0,0,0,5218,9505,10383,19011,5192,9460,10331,18921,26,45,52,90
1615939293,0,0,0,0,0,5237,9539,10421,19079,5218,9505,10383,19011,19,34,38,68
1615939294,0,0,0,0,0,5262,9586,10473,19173,5237,9539,10421,19079,25,47,52,94
1615939295,0,0,0,0,0,5289,9632,10525,19265,5262,9586,10473,19173,27,46,52,92
1615939296,0,0,0,0,0,5313,9677,10573,19355,5289,9632,10525,19265,24,45,48,90
1615939297,0,0,0,0,0,5338,9722,10623,19445,5313,9677,10573,19355,25,45,50,90
1615939298,0,0,0,0,0,5357,9756,10661,19513,5338,9722,10623,19445,19,34,38,68
1615939299,0,0,0,0,0,5383,9801,10713,19603,5357,9756,10661,19513,26,45,52,90
1615939300,0,0,0,0,0,5408,9846,10763,19693,5383,9801,10713,19603,25,45,50,90
1615939301,0,0,0,0,0,5433,9891,10813,19783,5408,9846,10763,19693,25,45,50,90
1615939302,0,0,0,0,0,5458,9936,10863,19873,5433,9891,10813,19783,25,45,50,90
1615939303,0,0,0,0,0,5483,9982,10913,19965,5458,9936,10863,19873,25,46,50,92
1615939304,0,0,0,0,0,5503,10016,10953,20033,5483,9982,10913,19965,20,34,40,68
1615939305,0,0,0,0,0,5527,10061,11001,20123,5503,10016,10953,20033,24,45,48,90
1615939306,0,0,0,0,0,5554,10108,11055,20217,5527,10061,11001,20123,27,47,54,94
1615939307,0,0,0,0,0,5579,10153,11105,20307,5554,10108,11055,20217,25,45,50,90
1615939308,0,0,0,0,0,5598,10187,11143,20375,5579,10153,11105,20307,19,34,38,68
1615939309,0,0,0,0,0,5623,10232,11193,20465,5598,10187,11143,20375,25,45,50,90
1615939310,0,0,0,0,0,5649,10278,11245,20557,5623,10232,11193,20465,26,46,52,92
1615939311,0,0,0,0,0,5673,10323,11293,20647,5649,10278,11245,20557,24,45,48,90
1615939312,0,0,0,0,0,5700,10370,11347,20741,5673,10323,11293,20647,27,47,54,94
1615939313,0,0,0,0,0,5719,10404,11385,20809,5700,10370,11347,20741,19,34,38,68
1615939314,0,0,0,0,0,5745,10451,11437,20903,5719,10404,11385,20809,26,47,52,94
1615939315,0,0,0,0,0,5770,10496,11487,20993,5745,10451,11437,20903,25,45,50,90
1615939316,0,0,0,0,0,5790,10533,11527,21067,5770,10496,11487,20993,20,37,40,74
1615939317,0,0,0,0,0,5816,10578,11579,21157,5790,10533,11527,21067,26,45,52,90
1615939318,0,0,0,0,0,5841,10623,11629,21247,5816,10578,11579,21157,25,45,50,90
1615939319,0,0,0,0,0,5866,10668,11679,21337,5841,10623,11629,21247,25,45,50,90
1615939320,0,0,0,0,0,5892,10714,11731,21429,5866,10668,11679,21337,26,46,52,92
1615939321,0,0,0,0,0,5910,10747,11767,21495,5892,10714,11731,21429,18,33,36,66
1615939322,0,0,0,0,0,5936,10795,11819,21591,5910,10747,11767,21495,26,48,52,96
1615939323,0,0,0,0,0,5962,10840,11871,21681,5936,10795,11819,21591,26,45,52,90
1615939324,0,0,0,0,0,5987,10885,11921,21771,5962,10840,11871,21681,25,45,50,90
1615939325,0,0,0,0,0,6005,10919,11959,21839,5987,10885,11921,21771,18,34,38,68
1615939326,0,0,0,0,0,6032,10966,12011,21933,6005,10919,11959,21839,27,47,52,94
1615939327,0,0,0,0,0,6057,11003,12061,27603,6032,10966,12011,21933,25,37,50,5670
1615939328,0,61,0,0,0,6083,11128,12616,44231,6057,11003,12061,27603,26,125,555,16628
1615939329,0,0,0,0,0,6098,11196,13088,44367,6083,11128,12616,44231,15,68,472,136
1615939330,0,0,0,0,0,6112,11290,13829,44555,6098,11196,13088,44367,14,94,741,188
1615939331,0,0,0,0,0,6126,11378,14538,44731,6112,11290,13829,44555,14,88,709,176
1615939332,0,0,0,0,0,6140,11424,15237,44823,6126,11378,14538,44731,14,46,699,92
1615939333,0,0,0,0,0,6150,11457,15800,44889,6140,11424,15237,44823,10,33,563,66
1615939334,0,0,0,0,0,6165,11503,16369,44981,6150,11457,15800,44889,15,46,569,92
1615939335,0,0,0,0,0,6179,11531,16996,45038,6165,11503,16369,44981,14,28,627,57
1615939336,0,0,0,0,0,6191,11531,17454,45038,6179,11531,16996,45038,12,0,458,0
1615939337,0,0,0,0,0,6203,11531,18135,45038,6191,11531,17454,45038,12,0,681,0
1615939338,0,0,0,0,0,6203,11531,18135,45038,6203,11531,18135,45038,12,0,681,0
1615939339,0,0,0,0,0,20,109,85,219,5,73,55,147,15,36,30,72
1615939340,0,0,0,0,0,40,157,125,315,20,109,85,219,20,48,40,96
1615939341,0,0,0,0,0,55,193,155,387,40,157,125,315,15,36,30,72
1615939342,0,0,0,0,0,75,241,195,483,55,193,155,387,20,48,40,96
1615939343,0,0,0,0,0,95,289,235,579,75,241,195,483,20,48,40,96
1615939344,0,0,0,0,0,110,325,265,651,95,289,235,579,15,36,30,72
1615939345,0,0,0,0,0,130,373,305,747,110,325,265,651,20,48,40,96
